TargetName	HUGOSymbol	TargetGroup	AnalyteType	Codeclass	Pooling	CorrelationToNegatives	GlobalOutliers
ABCA4	ABCA4	All Probes;photoreceptor cell maintenance;detection of light stimulus;terpenoid metabolic process;phospholipid transport	RNA	Endogenous	01	0.981595235080792	0
ABCA5	ABCA5	All Probes;sterol transport	RNA	Endogenous	01	0.972052123770049	0
ABCA6	ABCA6	All Probes	RNA	Endogenous	01	0.989682500667926	0
ABCA7	ABCA7	All Probes;phagocytosis;peptide cross-linking;positive regulation of endocytosis;regulation of phagocytosis;regulation of anion transport;sterol transport;positive regulation of lipid localization;phospholipid transport	RNA	Endogenous	01	0.991630043802747	0
ABCA8	ABCA8	All Probes	RNA	Endogenous	01	0.947377498892185	0
ABCA9	ABCA9	All Probes	RNA	Endogenous	01	0.984169428502668	0
ABCB1	ABCB1	All Probes;xenobiotic transport;stem cell proliferation;regulation of anion transport;phospholipid transport	RNA	Endogenous	01	0.968194492194534	0
ABCB10	ABCB10	All Probes	RNA	Endogenous	01	0.989233698247636	0
ABCB11	ABCB11	All Probes;acid secretion;sodium ion transmembrane transport	RNA	Endogenous	01	0.991226094506385	0
ABCB4	ABCB4	All Probes;acid secretion;regulation of anion transport;positive regulation of lipid localization;phospholipid transport	RNA	Endogenous	01	0.946945512460493	0
ABCB5	ABCB5	All Probes	RNA	Endogenous	01	0.975539648573103	0
ABCB6	ABCB6	All Probes;iron ion transport;tetrapyrrole metabolic process;skin development;cellular transition metal ion homeostasis;iron ion homeostasis	RNA	Endogenous	01	0.957771029482029	0
ABCB7	ABCB7	All Probes;iron ion transport;cellular transition metal ion homeostasis;iron ion homeostasis	RNA	Endogenous	01	0.98291477138033	0
ABCB8	ABCB8	All Probes	RNA	Endogenous	01	0.984640140304379	0
ABCB9	ABCB9	All Probes	RNA	Endogenous	01	0.985043963664561	0
ABCC1	ABCC1	All Probes;xenobiotic transport;tetrapyrrole metabolic process;water-soluble vitamin metabolic process;drug transmembrane transport;vitamin transport;icosanoid metabolic process;phospholipid transport	RNA	Endogenous	01	NA	0
ABCC10	ABCC10	All Probes	RNA	Endogenous	01	0.993711056033449	0
ABCC11	ABCC11	All Probes	RNA	Endogenous	01	0.973435489694108	0
ABCC12	ABCC12	All Probes	RNA	Endogenous	01	0.987466629105799	0
ABCC2	ABCC2	All Probes;xenobiotic transport;cellular response to ketone;response to antineoplastic agent;antibiotic metabolic process;multi-multicellular organism process;response to estrogen;drug transmembrane transport;amine metabolic process;acid secretion;hormone transport;anion homeostasis;dicarboxylic acid transport;fatty acid transport	RNA	Endogenous	01	0.987656100901433	0
ABCC3	ABCC3	All Probes;xenobiotic transport;acid secretion	RNA	Endogenous	01	0.952450216581272	0
ABCC4	ABCC4	All Probes;xenobiotic transport;positive regulation of smooth muscle cell proliferation;acid secretion;fatty acid transport	RNA	Endogenous	01	0.951895956702543	0
ABCC5	ABCC5	All Probes;glycosaminoglycan biosynthetic process	RNA	Endogenous	01	0.96330118949416	0
ABCC6P1,ABCC6,ABCC6P2	ABCC6P1,ABCC6,ABCC6P2	All Probes	RNA	Endogenous	01	0.962008853563779	0
ABCC8	ABCC8	All Probes	RNA	Endogenous	01	0.988202995800434	0
ABCC9	ABCC9	All Probes;multicellular organismal signaling;import across plasma membrane	RNA	Endogenous	01	0.970538823501689	0
ABCD1	ABCD1	All Probes;fatty acid biosynthetic process;regulation of response to oxidative stress;unsaturated fatty acid metabolic process;carbohydrate derivative transport;long-chain fatty acid metabolic process;acyl-CoA metabolic process;peroxisome organization;regulation of cytokine production involved in inflammatory response;regulation of fatty acid metabolic process;lipid oxidation;anion homeostasis;nucleobase-containing small molecule biosynthetic process;fatty acid catabolic process;sterol homeostasis;regulation of mitochondrial membrane potential;sulfur compound catabolic process;plasma membrane organization;fatty acid transport;regulation of lipid catabolic process	RNA	Endogenous	01	0.98165174468614	0
ABCD2	ABCD2	All Probes;regulation of cytokine production involved in inflammatory response;regulation of fatty acid metabolic process;lipid oxidation;fatty acid catabolic process;plasma membrane organization;regulation of lipid catabolic process	RNA	Endogenous	01	0.987231307848185	0
ABCD3	ABCD3	All Probes;fatty acid biosynthetic process;peroxisome organization;lipid oxidation;fatty acid catabolic process;fatty acid transport	RNA	Endogenous	01	0.986740532942302	0
ABCD4	ABCD4	All Probes;tetrapyrrole metabolic process;water-soluble vitamin metabolic process;cellular response to leukemia inhibitory factor	RNA	Endogenous	01	0.960526789786176	0
ABCE1	ABCE1	All Probes;translational termination;protein export from nucleus	RNA	Endogenous	01	0.995797661662457	0
ABCF1	ABCF1	All Probes	RNA	Endogenous	01	0.976424632162626	0
ABCF3	ABCF3	All Probes	RNA	Endogenous	01	0.982863264820985	0
ABCG1	ABCG1	All Probes;carbohydrate derivative transport;regulation of steroid biosynthetic process;toxin transport;sterol transport;positive regulation of lipid localization;anion homeostasis;sterol homeostasis;phospholipid transport	RNA	Endogenous	01	0.967862814115536	0
ABCG2	ABCG2	All Probes;xenobiotic transport;vitamin transport;cellular detoxification;cellular transition metal ion homeostasis;iron ion homeostasis;excretion	RNA	Endogenous	01	0.963839312600065	0
ABCG4	ABCG4	All Probes;sterol transport;cellular response to leukemia inhibitory factor	RNA	Endogenous	01	0.903771797844268	0
ABCG5	ABCG5	All Probes;digestive system process;sterol transport;sterol homeostasis;excretion	RNA	Endogenous	01	0.97705829427409	0
ABCG8	ABCG8	All Probes;digestive system process;sterol transport;sterol homeostasis;phospholipid transport;excretion	RNA	Endogenous	01	0.968434193678325	0
ABHD1	ABHD1	All Probes	RNA	Endogenous	01	0.991696336367041	0
ABHD10	ABHD10	All Probes;cellular carbohydrate catabolic process	RNA	Endogenous	01	0.964195035631328	0
ABHD11	ABHD11	All Probes	RNA	Endogenous	01	0.985826660418639	0
ABHD12	ABHD12	All Probes;phosphatidylserine metabolic process;neutral lipid metabolic process;adult locomotory behavior;lipoprotein metabolic process;macromolecule deacylation;cellular modified amino acid catabolic process	RNA	Endogenous	01	0.962423292217357	0
ABHD12B	ABHD12B	All Probes	RNA	Endogenous	01	0.844063233818149	0
ABHD13	ABHD13	All Probes;lipoprotein metabolic process;macromolecule deacylation	RNA	Endogenous	01	0.984057484070499	0
ABHD14A,ABHD14A-ACY1	ABHD14A,ABHD14A-ACY1	All Probes	RNA	Endogenous	01	0.975578003491772	0
ABHD14B	ABHD14B	All Probes;3'-phosphoadenosine 5'-phosphosulfate metabolic process	RNA	Endogenous	01	0.988316319604167	0
ABHD15	ABHD15	All Probes	RNA	Endogenous	01	0.990025188063674	0
ABHD16A	ABHD16A	All Probes;unsaturated fatty acid metabolic process;phosphatidylserine metabolic process;neutral lipid metabolic process;icosanoid metabolic process;fatty acid catabolic process;cellular modified amino acid catabolic process	RNA	Endogenous	01	0.99321188973	0
ABHD16B	ABHD16B	All Probes	RNA	Endogenous	01	0.96390415738133	0
ABHD17A	ABHD17A	All Probes;protein lipidation;lipoprotein metabolic process;regulation of postsynapse organization;macromolecule deacylation	RNA	Endogenous	01	0.957884866523566	0
ABHD17B	ABHD17B	All Probes;protein lipidation;lipoprotein metabolic process;regulation of postsynapse organization;macromolecule deacylation	RNA	Endogenous	01	0.950509514813382	0
ABHD17C	ABHD17C	All Probes;protein lipidation;lipoprotein metabolic process;regulation of postsynapse organization;macromolecule deacylation	RNA	Endogenous	01	0.977451031428636	0
ABHD18	ABHD18	All Probes	RNA	Endogenous	01	0.991790424525439	0
ABHD2	ABHD2	All Probes;neutral lipid metabolic process;response to progesterone	RNA	Endogenous	01	0.940927006956669	0
ABHD3	ABHD3	All Probes;phosphatidylcholine metabolic process	RNA	Endogenous	01	0.97964612084179	0
ABHD4	ABHD4	All Probes;phosphatidylethanolamine metabolic process;phosphatidylcholine metabolic process	RNA	Endogenous	01	0.972694356525374	0
ABHD5	ABHD5	All Probes;phosphatidic acid metabolic process;regulation of lipase activity;regulation of lipid catabolic process	RNA	Endogenous	01	0.94905405808659	0
ABHD6	ABHD6	All Probes;neutral lipid metabolic process;negative regulation of synaptic transmission;negative regulation of cold-induced thermogenesis	RNA	Endogenous	01	0.877657895653743	0
ABHD8	ABHD8	All Probes	RNA	Endogenous	01	0.982005779086734	0
ABI1	ABI1	All Probes;segmentation;myeloid cell development;Fc-gamma receptor signaling pathway;lamellipodium organization;regulation of protein tyrosine kinase activity	RNA	Endogenous	01	0.982348803235997	0
ABI2	ABI2	All Probes;regulation of dendritic spine development;positive regulation of actin filament polymerization;regulation of postsynapse organization;regulation of dendrite morphogenesis	RNA	Endogenous	01	0.950616071301867	0
ABI3	ABI3	All Probes	RNA	Endogenous	01	0.953699744278692	0
ABI3BP	ABI3BP	All Probes	RNA	Endogenous	01	0.941508297545964	0
ABITRAM	ABITRAM	All Probes	RNA	Endogenous	01	0.955112417989122	0
ABL1	ABL1	All Probes;regulation of cell junction assembly;negative regulation of ERK1 and ERK2 cascade;regulation of morphogenesis of a branching structure;platelet-derived growth factor receptor signaling pathway;negative regulation of protein modification by small protein conjugation or removal;positive regulation of protein binding;regulation of cell aging;regulation of actin filament bundle assembly;regulation of non-canonical Wnt signaling pathway;ERBB signaling pathway;neuromuscular process;regulation of interferon-gamma production;regulation of BMP signaling pathway;signal transduction in response to DNA damage;epithelial cell migration;substrate adhesion-dependent cell spreading;glial cell differentiation;post-embryonic development;positive regulation of endothelial cell migration;negative regulation of I-kappaB kinase/NF-kappaB signaling;regulation of ubiquitin-protein transferase activity;cellular response to hydrogen peroxide;leukocyte homeostasis;intrinsic apoptotic signaling pathway in response to DNA damage;regulation of epithelial cell apoptotic process;developmental growth involved in morphogenesis;lymphocyte activation involved in immune response;spleen development;regulation of axon extension;regulation of hematopoietic progenitor cell differentiation;B cell differentiation;regulation of microtubule polymerization or depolymerization;cell growth;regulation of oxidoreductase activity;columnar/cuboidal epithelial cell differentiation;Fc-gamma receptor signaling pathway;positive regulation of neuron death;integrin-mediated signaling pathway;positive regulation of muscle cell differentiation;regulation of lipase activity;regulation of mitochondrial membrane potential;regulation of sprouting angiogenesis;regulation of calcium ion transport into cytosol;leukocyte proliferation;tube closure	RNA	Endogenous	01	0.988392198419486	0
ABL2	ABL2	All Probes;cellular response to retinoic acid;negative regulation of small GTPase mediated signal transduction;regulation of oxidoreductase activity;regulation of lipase activity	RNA	Endogenous	01	0.983288155544504	0
ABLIM1	ABLIM1	All Probes;lamellipodium organization	RNA	Endogenous	01	NULL	NaN
ABLIM2	ABLIM2	All Probes;lamellipodium organization	RNA	Endogenous	01	0.981692513603893	0
ABLIM3	ABLIM3	All Probes;regulation of protein targeting;lamellipodium organization	RNA	Endogenous	01	0.968401603441343	0
ABO	ABO	All Probes	RNA	Endogenous	01	0.967476536992804	0
ABR	ABR	All Probes;inner ear morphogenesis;regulation of myeloid leukocyte mediated immunity;neuromuscular process;regulation of phagocytosis;activation of GTPase activity	RNA	Endogenous	01	0.975843044302606	0
ABRA	ABRA	All Probes;protein import into nucleus;positive regulation of small GTPase mediated signal transduction	RNA	Endogenous	01	0.950917822076231	0
ABRACL	ABRACL	All Probes	RNA	Endogenous	01	0.983473714262763	0
ABRAXAS1	ABRAXAS1	All Probes;mitotic spindle organization;signal transduction in response to DNA damage;positive regulation of response to DNA damage stimulus;protein K63-linked deubiquitination;negative regulation of cell cycle G2/M phase transition;spindle assembly	RNA	Endogenous	01	0.953594434137995	0
ABRAXAS2	ABRAXAS2	All Probes;mitotic spindle organization;protein K63-linked deubiquitination;spindle assembly	RNA	Endogenous	01	0.978920266196409	0
ABT1	ABT1	All Probes;RNA phosphodiester bond hydrolysis, endonucleolytic;central nervous system neuron differentiation;cell differentiation in spinal cord	RNA	Endogenous	01	0.967219674656202	0
ABTB1	ABTB1	All Probes	RNA	Endogenous	01	0.991611303117524	0
ABTB2	ABTB2	All Probes	RNA	Endogenous	01	0.995518539313805	0
ACAA1	ACAA1	All Probes;unsaturated fatty acid metabolic process;long-chain fatty acid metabolic process;peroxisome organization;lipid oxidation;fatty acid catabolic process;xenobiotic metabolic process	RNA	Endogenous	01	0.982087367644752	0
ACAA2	ACAA2	All Probes;regulation of membrane permeability;negative regulation of mitochondrion organization;sterol biosynthetic process;lipid oxidation;fatty acid catabolic process	RNA	Endogenous	01	0.977414697912555	0
ACACA	ACACA	All Probes;fatty acid derivative biosynthetic process;fatty acid biosynthetic process;cellular response to alcohol;cellular response to ketone;regulation of steroid biosynthetic process;ribonucleoside bisphosphate biosynthetic process;purine nucleoside bisphosphate biosynthetic process;acyl-CoA metabolic process;mitochondrial transmembrane transport;protein homotetramerization;fatty acid transport	RNA	Endogenous	01	0.935457916707167	0
ACACB	ACACB	All Probes;fatty acid biosynthetic process;regulation of steroid biosynthetic process;ribonucleoside bisphosphate biosynthetic process;negative regulation of lipid metabolic process;purine nucleoside bisphosphate biosynthetic process;acyl-CoA metabolic process;mitochondrial transmembrane transport;protein homotetramerization;regulation of fatty acid metabolic process;positive regulation of lipid localization;regulation of organ growth;fatty acid transport;regulation of lipid catabolic process	RNA	Endogenous	01	0.971001372029982	0
ACAD10	ACAD10	All Probes;lipid oxidation;fatty acid catabolic process	RNA	Endogenous	01	0.992411062109381	0
ACAD11,NPHP3-ACAD11	ACAD11,NPHP3-ACAD11	All Probes	RNA	Endogenous	01	0.975014909506157	0
ACAD8	ACAD8	All Probes;alpha-amino acid catabolic process	RNA	Endogenous	01	0.960901778719593	0
ACAD9	ACAD9	All Probes;mitochondrial respiratory chain complex assembly;long-chain fatty acid metabolic process	RNA	Endogenous	01	0.884302694349327	0
ACADL	ACADL	All Probes;negative regulation of lipid metabolic process;long-chain fatty acid metabolic process;protein homotetramerization;positive regulation of cold-induced thermogenesis;regulation of fatty acid metabolic process;lipid oxidation;fatty acid catabolic process;cellular modified amino acid catabolic process	RNA	Endogenous	01	0.963958998945882	0
ACADM	ACADM	All Probes;cellular modified amino acid biosynthetic process;lipid oxidation;fatty acid catabolic process	RNA	Endogenous	01	0.988776410993491	0
ACADS	ACADS	All Probes;lipid oxidation;fatty acid catabolic process	RNA	Endogenous	01	0.989300658420008	0
ACADSB	ACADSB	All Probes	RNA	Endogenous	01	0.847810046340937	0
ACADVL	ACADVL	All Probes;negative regulation of lipid metabolic process;regulation of fatty acid metabolic process;lipid oxidation;fatty acid catabolic process;IRE1-mediated unfolded protein response	RNA	Endogenous	01	0.984555983960053	0
ACAN	ACAN	All Probes	RNA	Endogenous	01	0.996060408360497	0
ACAP1,KCTD11	ACAP1,KCTD11	All Probes	RNA	Endogenous	01	0.935844563778051	0
ACAP2	ACAP2	All Probes;endocytic recycling	RNA	Endogenous	01	0.975053517797035	0
ACAP3	ACAP3	All Probes	RNA	Endogenous	01	0.986823731038453	0
ACAT1	ACAT1	All Probes;fatty acid derivative biosynthetic process;kidney epithelium development;ribonucleoside bisphosphate biosynthetic process;purine nucleoside bisphosphate biosynthetic process;acyl-CoA metabolic process;liver development;alpha-amino acid catabolic process;lipid oxidation;nucleobase-containing small molecule biosynthetic process;fatty acid catabolic process;sulfur compound catabolic process	RNA	Endogenous	01	0.983835955702052	0
ACAT2	ACAT2	All Probes;sterol biosynthetic process;lipid oxidation;fatty acid catabolic process	RNA	Endogenous	01	0.985596360161892	0
ACBD3	ACBD3	All Probes	RNA	Endogenous	01	0.985339024762051	0
ACBD4	ACBD4	All Probes	RNA	Endogenous	01	0.983550532206239	0
ACBD5	ACBD5	All Probes;macroautophagy;fatty acid catabolic process	RNA	Endogenous	01	0.939465221618571	0
ACBD6	ACBD6	All Probes;acyl-CoA metabolic process	RNA	Endogenous	01	0.979891620796815	0
ACBD7	ACBD7	All Probes	RNA	Endogenous	01	0.988393473536783	0
ACCS	ACCS	All Probes;cellular amino acid biosynthetic process	RNA	Endogenous	01	0.993026204423481	0
ACCSL	ACCSL	All Probes	RNA	Endogenous	01	0.960047510758463	0
ACD	ACD	All Probes;regulation of telomere maintenance;positive regulation of DNA biosynthetic process;telomere maintenance;protein localization to chromosome	RNA	Endogenous	01	0.978795045993108	0
ACE	ACE	All Probes;regulation of cell junction assembly;regulation of systemic arterial blood pressure;positive regulation of protein binding;leukocyte mediated immunity;tissue remodeling;acid secretion;hematopoietic progenitor cell differentiation;negative regulation of protein binding;peptide hormone processing;regulation of protein tyrosine kinase activity;fatty acid transport;leukocyte proliferation	RNA	Endogenous	01	0.97349935828384	0
ACE2	ACE2	All Probes;regulation of cell junction assembly;regulation of systemic arterial blood pressure;entry into host cell;feeding behavior;regulation of striated muscle contraction;regulation of anion transport;peptide hormone processing	RNA	Endogenous	01	0.995019580768206	0
ACER1	ACER1	All Probes;epidermal cell differentiation;sphingolipid biosynthetic process;ceramide metabolic process;cellular response to calcium ion;response to pH;epidermis development	RNA	Endogenous	01	0.954125602690739	0
ACER2	ACER2	All Probes;negative regulation of cell-substrate adhesion;sphingolipid biosynthetic process;ceramide metabolic process;signal transduction in response to DNA damage;activation of cysteine-type endopeptidase activity involved in apoptotic process	RNA	Endogenous	01	0.98314569192363	0
ACER3	ACER3	All Probes;sphingolipid biosynthetic process;ceramide metabolic process;axon ensheathment	RNA	Endogenous	01	0.992302452898191	0
ACHE	ACHE	All Probes;neurotransmitter metabolic process;negative regulation of synaptic transmission;retina development in camera-type eye;synapse assembly;positive regulation of cold-induced thermogenesis;phosphatidylcholine metabolic process;receptor internalization	RNA	Endogenous	01	0.986125550530506	0
ACIN1	ACIN1	All Probes;positive regulation of myeloid cell differentiation;DNA packaging;erythrocyte differentiation	RNA	Endogenous	01	0.979024295999342	0
ACKR1	ACKR1	All Probes;chemokine-mediated signaling pathway	RNA	Endogenous	01	0.944280805993066	0
ACKR2	ACKR2	All Probes;chemokine-mediated signaling pathway	RNA	Endogenous	01	0.978014012930249	0
ACKR3	ACKR3	All Probes;receptor internalization;negative regulation of intrinsic apoptotic signaling pathway;chemokine-mediated signaling pathway	RNA	Endogenous	01	0.364673131279462	0
ACKR4	ACKR4	All Probes;chemokine-mediated signaling pathway	RNA	Endogenous	01	0.991756935667447	0
ACLY	ACLY	All Probes;fatty acid derivative biosynthetic process;fatty acid biosynthetic process;sterol biosynthetic process;antibiotic metabolic process;ribonucleoside bisphosphate biosynthetic process;purine nucleoside bisphosphate biosynthetic process;dicarboxylic acid metabolic process;acyl-CoA metabolic process	RNA	Endogenous	01	0.993115634097001	0
ACMSD	ACMSD	All Probes;amine metabolic process;alpha-amino acid catabolic process	RNA	Endogenous	01	0.991243360663631	0
ACO1	ACO1	All Probes;antibiotic metabolic process;digestive system process;post-embryonic development;cellular transition metal ion homeostasis;iron ion homeostasis	RNA	Endogenous	01	0.973319137625969	0
ACO2	ACO2	All Probes;antibiotic metabolic process;liver development	RNA	Endogenous	01	0.984261162094989	0
ACOD1	ACOD1	All Probes;negative regulation of NF-kappaB transcription factor activity;negative regulation of response to biotic stimulus;cellular response to ketone;regulation of lipopolysaccharide-mediated signaling pathway;regulation of humoral immune response;regulation of toll-like receptor signaling pathway;response to progesterone;cellular response to interferon-gamma;embryo implantation	RNA	Endogenous	01	0.994060405250241	0
ACOT1	ACOT1	All Probes;long-chain fatty acid metabolic process;acyl-CoA metabolic process	RNA	Endogenous	01	0.967134905427385	0
ACOT11	ACOT11	All Probes;acyl-CoA metabolic process;negative regulation of cold-induced thermogenesis	RNA	Endogenous	01	0.971345509589752	0
ACOT12	ACOT12	All Probes;acyl-CoA metabolic process	RNA	Endogenous	01	0.95327434787207	0
ACOT13	ACOT13	All Probes;acyl-CoA metabolic process;protein homotetramerization;negative regulation of cold-induced thermogenesis	RNA	Endogenous	01	0.985895682294365	0
ACOT2	ACOT2	All Probes;long-chain fatty acid metabolic process;acyl-CoA metabolic process;peroxisome organization	RNA	Endogenous	01	0.939202554887994	0
ACOT4	ACOT4	All Probes;fatty acid biosynthetic process;long-chain fatty acid metabolic process;dicarboxylic acid metabolic process;acyl-CoA metabolic process;peroxisome organization	RNA	Endogenous	01	0.948179850830172	0
ACOT6	ACOT6	All Probes;acyl-CoA metabolic process	RNA	Endogenous	01	0.982002265041682	0
ACOT7	ACOT7	All Probes;fatty acid biosynthetic process;ribonucleoside bisphosphate biosynthetic process;purine nucleoside bisphosphate biosynthetic process;long-chain fatty acid metabolic process;acyl-CoA metabolic process;nucleobase-containing small molecule biosynthetic process;sulfur compound catabolic process	RNA	Endogenous	01	0.992447817039764	0
ACOT8	ACOT8	All Probes;unsaturated fatty acid metabolic process;long-chain fatty acid metabolic process;dicarboxylic acid metabolic process;acyl-CoA metabolic process;peroxisome organization;lipid oxidation;organelle fission;fatty acid catabolic process	RNA	Endogenous	01	0.986473922843934	0
ACOT9	ACOT9	All Probes;acyl-CoA metabolic process	RNA	Endogenous	01	0.951290687092197	0
ACOX1	ACOX1	All Probes;unsaturated fatty acid metabolic process;long-chain fatty acid metabolic process;icosanoid metabolic process;peroxisome organization;lipid oxidation;fatty acid catabolic process	RNA	Endogenous	01	0.957810267241746	0
ACOX2	ACOX2	All Probes;regulation of response to oxidative stress;peroxisome organization;lipid oxidation;fatty acid catabolic process	RNA	Endogenous	01	0.983278277803748	0
ACOX3	ACOX3	All Probes;peroxisome organization;lipid oxidation;fatty acid catabolic process	RNA	Endogenous	01	0.984976909505597	0
ACOXL	ACOXL	All Probes;lipid oxidation;fatty acid catabolic process	RNA	Endogenous	01	0.942525359878687	0
ACP1	ACP1	All Probes;peptidyl-tyrosine dephosphorylation	RNA	Endogenous	01	0.978915774657261	0
ACP2	ACP2	All Probes;lysosome organization	RNA	Endogenous	01	0.984537287536993	0
ACP4	ACP4	All Probes;regulation of ERBB signaling pathway;regulation of protein maturation;peptidyl-tyrosine dephosphorylation;regulation of neuronal synaptic plasticity	RNA	Endogenous	01	0.958816541781321	0
ACP5	ACP5	All Probes;regulation of interleukin-1 production;water-soluble vitamin metabolic process;defense response to Gram-positive bacterium;regulation of interleukin-12 production;bone morphogenesis	RNA	Endogenous	01	0.962218837342722	0
ACP6	ACP6	All Probes;phosphatidic acid metabolic process;hematopoietic progenitor cell differentiation	RNA	Endogenous	01	0.959681129610352	0
ACP7	ACP7	All Probes	RNA	Endogenous	01	0.965942717945477	0
ACR	ACR	All Probes;fertilization;multi-multicellular organism process;activation of adenylate cyclase activity;cell-cell recognition	RNA	Endogenous	01	0.950609964475288	0
ACRBP	ACRBP	All Probes;cellular component assembly involved in morphogenesis;fertilization	RNA	Endogenous	01	0.978743447970569	0
ACRV1	ACRV1	All Probes	RNA	Endogenous	01	0.991032128068961	0
ACSBG1,IDH3A	ACSBG1,IDH3A	All Probes	RNA	Endogenous	01	0.978681465583602	0
ACSBG2	ACSBG2	All Probes;fatty acid derivative biosynthetic process;ribonucleoside bisphosphate biosynthetic process;purine nucleoside bisphosphate biosynthetic process;long-chain fatty acid metabolic process;acyl-CoA metabolic process	RNA	Endogenous	01	0.970194935193555	0
ACSF2	ACSF2	All Probes;acyl-CoA metabolic process	RNA	Endogenous	01	0.957453179988585	0
