TargetName	HUGOSymbol	TargetGroup	AnalyteType	Codeclass	Pooling	CorrelationToNegatives	GlobalOutliers
ACAD8	ACAD8	All Probes	RNA	Endogenous	01	0.967154466229923	0
ACAD9	ACAD9	All Probes	RNA	Endogenous	01	0.679194576405266	0
ACADL	ACADL	All Probes	RNA	Endogenous	01	0.951037051421745	0
ACADM	ACADM	All Probes	RNA	Endogenous	01	0.893560712195279	0
ACADS	ACADS	All Probes	RNA	Endogenous	01	0.835411045260966	0
ACADSB	ACADSB	All Probes	RNA	Endogenous	01	0.919693316561017	0
ACADVL	ACADVL	All Probes	RNA	Endogenous	01	0.896245508515546	0
ACAN	ACAN	All Probes	RNA	Endogenous	01	0.542532992112702	0
ACAP1,KCTD11	ACAP1,KCTD11	All Probes	RNA	Endogenous	01	0.942121870491095	0
ACAP2	ACAP2	All Probes	RNA	Endogenous	01	0.88844591146966	0
ACAP3	ACAP3	All Probes	RNA	Endogenous	01	0.921001126748423	0
ACAT1	ACAT1	All Probes	RNA	Endogenous	01	0.933800585617232	0
ACAT2	ACAT2	All Probes	RNA	Endogenous	01	0.6749622282856	0
ACBD3	ACBD3	All Probes	RNA	Endogenous	01	0.888830666651852	0
ACBD4	ACBD4	All Probes	RNA	Endogenous	01	0.914005024396559	0
ACBD5	ACBD5	All Probes	RNA	Endogenous	01	0.924099098922863	0
ACBD6	ACBD6	All Probes	RNA	Endogenous	01	0.883131725154023	0
ACBD7	ACBD7	All Probes	RNA	Endogenous	01	0.912791916954877	0
ACCS	ACCS	All Probes	RNA	Endogenous	01	0.921966875122337	0
ACCSL	ACCSL	All Probes	RNA	Endogenous	01	0.933335301865676	0
ACD	ACD	All Probes	RNA	Endogenous	01	0.86390288906676	0
ACE	ACE	All Probes	RNA	Endogenous	01	0.544564752492705	0
ACE2	ACE2	All Probes	RNA	Endogenous	01	0.696402131360566	0
ACER1	ACER1	All Probes	RNA	Endogenous	01	0.952128577955966	0
ACER2	ACER2	All Probes	RNA	Endogenous	01	0.950657392563167	0
ACER3	ACER3	All Probes	RNA	Endogenous	01	0.966934412357142	0
ACHE	ACHE	All Probes	RNA	Endogenous	01	0.936869912410248	0
ACIN1	ACIN1	All Probes	RNA	Endogenous	01	0.827000807364103	0
ACKR1	ACKR1	All Probes	RNA	Endogenous	01	0.422966169734924	0
ACKR2	ACKR2	All Probes	RNA	Endogenous	01	0.931242661936619	0
ACKR3	ACKR3	All Probes	RNA	Endogenous	01	0.487150719306868	0
ACKR4	ACKR4	All Probes	RNA	Endogenous	01	0.922053336862124	0
ACLY	ACLY	All Probes	RNA	Endogenous	01	0.725036473527931	0
ACMSD	ACMSD	All Probes	RNA	Endogenous	01	0.967790568852905	0
ACO1	ACO1	All Probes	RNA	Endogenous	01	0.888277668583801	0
ACO2	ACO2	All Probes	RNA	Endogenous	01	0.835262295881478	0
ACOD1	ACOD1	All Probes	RNA	Endogenous	01	0.955482985816352	0
ACOT1	ACOT1	All Probes	RNA	Endogenous	01	0.952108758931963	0
ACOT11	ACOT11	All Probes	RNA	Endogenous	01	0.860868444866453	0
ACOT12	ACOT12	All Probes	RNA	Endogenous	01	0.942375523259987	0
ACOT13	ACOT13	All Probes	RNA	Endogenous	01	0.838111811469889	0
ACOT2	ACOT2	All Probes	RNA	Endogenous	01	0.957636229818904	0
ACOT4	ACOT4	All Probes	RNA	Endogenous	01	0.926568559474948	0
ACOT6	ACOT6	All Probes	RNA	Endogenous	01	0.935789661749947	0
ACOT7	ACOT7	All Probes	RNA	Endogenous	01	0.789389630880855	0
ACOT8	ACOT8	All Probes	RNA	Endogenous	01	0.897485975177199	0
ACOT9	ACOT9	All Probes	RNA	Endogenous	01	0.86830409106202	0
ACOX1	ACOX1	All Probes	RNA	Endogenous	01	0.805219195754453	0
ACOX2	ACOX2	All Probes	RNA	Endogenous	01	0.887590578601361	0
ACOX3	ACOX3	All Probes	RNA	Endogenous	01	0.947926648566659	0
ACOXL	ACOXL	All Probes	RNA	Endogenous	01	0.938794913294665	0
ACP1	ACP1	All Probes	RNA	Endogenous	01	0.786181037273402	0
ACP2	ACP2	All Probes	RNA	Endogenous	01	0.808334889809565	0
ACP4	ACP4	All Probes	RNA	Endogenous	01	0.935155891835341	0
ACP5	ACP5	All Probes	RNA	Endogenous	01	0.238369524820117	0
ACP6	ACP6	All Probes	RNA	Endogenous	01	0.85467137440893	0
ACP7	ACP7	All Probes	RNA	Endogenous	01	0.923385325074752	0
ACR	ACR	All Probes	RNA	Endogenous	01	0.930920397496998	0
ACRBP	ACRBP	All Probes	RNA	Endogenous	01	0.900041016021834	0
ACRV1	ACRV1	All Probes	RNA	Endogenous	01	0.939128903736218	0
ACSBG1,IDH3A	ACSBG1,IDH3A	All Probes	RNA	Endogenous	01	0.930739309421703	0
ACSBG2	ACSBG2	All Probes	RNA	Endogenous	01	0.913641043456803	0
ACSF2	ACSF2	All Probes	RNA	Endogenous	01	0.897143261848703	0
ACSF3	ACSF3	All Probes	RNA	Endogenous	01	0.931822306490521	0
ACSL1	ACSL1	All Probes	RNA	Endogenous	01	0.731508467709094	0
ACSL3	ACSL3	All Probes	RNA	Endogenous	01	0.699206253438642	0
ACSL4	ACSL4	All Probes	RNA	Endogenous	01	0.83285557461606	0
ACSL5	ACSL5	All Probes	RNA	Endogenous	01	0.669663282845643	0
ACSL6	ACSL6	All Probes	RNA	Endogenous	01	0.826647930233108	0
ACSM1	ACSM1	All Probes	RNA	Endogenous	01	0.957997679829327	0
ACSM2A,ACSM2B	ACSM2A,ACSM2B	All Probes	RNA	Endogenous	01	0.936083982950879	0
ACSM3	ACSM3	All Probes	RNA	Endogenous	01	0.930532019956414	0
ACSM4	ACSM4	All Probes	RNA	Endogenous	01	0.911133815661125	0
ACSM5	ACSM5	All Probes	RNA	Endogenous	01	0.870048972430496	0
ACSM6	ACSM6	All Probes	RNA	Endogenous	01	0.939063490455345	0
ACSS1	ACSS1	All Probes	RNA	Endogenous	01	0.88207159985066	0
ACSS2	ACSS2	All Probes	RNA	Endogenous	01	0.687735375883185	0
ACSS3	ACSS3	All Probes	RNA	Endogenous	01	0.853218627418667	0
ACTA1	ACTA1	All Probes	RNA	Endogenous	01	0.953954821326662	0
ACTA2	ACTA2	All Probes	RNA	Endogenous	01	0.0393884110454536	0
ACTBL2	ACTBL2	All Probes	RNA	Endogenous	01	NA	0
ACTC1	ACTC1	All Probes	RNA	Endogenous	01	0.943969078330847	0
ACTG2	ACTG2	All Probes	RNA	Endogenous	01	-0.0439486856505968	0
ACTL10	ACTL10	All Probes	RNA	Endogenous	01	0.935133430526448	0
ACTL6A	ACTL6A	All Probes	RNA	Endogenous	01	0.758642004691192	0
ACTL6B	ACTL6B	All Probes	RNA	Endogenous	01	0.968588198230391	0
ACTL7A	ACTL7A	All Probes	RNA	Endogenous	01	0.9614048239375	0
ACTL7B	ACTL7B	All Probes	RNA	Endogenous	01	NA	NA
ACTL8	ACTL8	All Probes	RNA	Endogenous	01	0.927339849936839	0
ACTL9	ACTL9	All Probes	RNA	Endogenous	01	0.968402536765843	0
ACTN1	ACTN1	All Probes	RNA	Endogenous	01	0.794434911107299	0
ACTN2	ACTN2	All Probes	RNA	Endogenous	01	0.936165272080787	0
ACTN3	ACTN3	All Probes	RNA	Endogenous	01	0.902719907034562	0
ACTN4	ACTN4	All Probes	RNA	Endogenous	01	0.689793424048483	0
ACTR10	ACTR10	All Probes	RNA	Endogenous	01	0.942002614832354	0
ACTR1A	ACTR1A	All Probes	RNA	Endogenous	01	0.925268588331209	0
ACTR1B	ACTR1B	All Probes	RNA	Endogenous	01	0.814551691010326	0
ACTR2	ACTR2	All Probes	RNA	Endogenous	01	0.883753955452961	0
ACTR3	ACTR3	All Probes	RNA	Endogenous	01	0.903701519122345	0
ACTR3B,ACTR3C	ACTR3B,ACTR3C	All Probes	RNA	Endogenous	01	0.749819447450599	0
ACTR5	ACTR5	All Probes	RNA	Endogenous	01	0.870044569857179	0
ACTR6	ACTR6	All Probes	RNA	Endogenous	01	0.871027623759768	0
ACTR8	ACTR8	All Probes	RNA	Endogenous	01	0.867349719722809	0
ACTRT1	ACTRT1	All Probes	RNA	Endogenous	01	0.947806145733152	0
ACTRT2	ACTRT2	All Probes	RNA	Endogenous	01	0.970299802105868	0
ACTRT3	ACTRT3	All Probes	RNA	Endogenous	01	0.961036512697222	0
ACVR1	ACVR1	All Probes	RNA	Endogenous	01	0.924827546410171	0
ACVR1B	ACVR1B	All Probes	RNA	Endogenous	01	0.756524010211411	0
ACVR1C	ACVR1C	All Probes	RNA	Endogenous	01	0.914600128264923	0
ACVR2A	ACVR2A	All Probes	RNA	Endogenous	01	0.912928028533892	0
ACVR2B	ACVR2B	All Probes	RNA	Endogenous	01	0.955307594701378	0
ACVRL1	ACVRL1	All Probes	RNA	Endogenous	01	0.568503533157788	0
ACY1,ABHD14A-ACY1	ACY1,ABHD14A-ACY1	All Probes	RNA	Endogenous	01	0.75987152702045	0
ACY3	ACY3	All Probes	RNA	Endogenous	01	0.928923516077443	0
ACYP1	ACYP1	All Probes	RNA	Endogenous	01	0.909742630808163	0
ACYP2	ACYP2	All Probes	RNA	Endogenous	01	0.969326986531048	0
ADA	ADA	All Probes	RNA	Endogenous	01	0.916925626418493	0
ADA2	ADA2	All Probes	RNA	Endogenous	01	0.356544480195988	0
ADAD1	ADAD1	All Probes	RNA	Endogenous	01	0.966852961731255	0
ADAD2	ADAD2	All Probes	RNA	Endogenous	01	0.937622018052499	0
ADAL	ADAL	All Probes	RNA	Endogenous	01	0.891109334399735	0
ADAM10	ADAM10	All Probes	RNA	Endogenous	01	0.859233362203576	0
ADAM11	ADAM11	All Probes	RNA	Endogenous	01	0.955282430658559	0
ADAM12	ADAM12	All Probes	RNA	Endogenous	01	0.291297784690891	0
ADAM15	ADAM15	All Probes	RNA	Endogenous	01	0.914221826783277	0
ADAM17	ADAM17	All Probes	RNA	Endogenous	01	0.897417242918487	0
ADAM18	ADAM18	All Probes	RNA	Endogenous	01	0.932401972131962	0
ADAM19	ADAM19	All Probes	RNA	Endogenous	01	0.606344760968194	0
ADAM2	ADAM2	All Probes	RNA	Endogenous	01	0.108169727132689	0
ADAM20	ADAM20	All Probes	RNA	Endogenous	01	NA	NA
ADAM21	ADAM21	All Probes	RNA	Endogenous	01	0.938682282607889	0
ADAM22	ADAM22	All Probes	RNA	Endogenous	01	0.925119151275941	0
ADAM23	ADAM23	All Probes	RNA	Endogenous	01	0.823593602889225	0
ADAM28	ADAM28	All Probes	RNA	Endogenous	01	0.888851928786641	0
ADAM29	ADAM29	All Probes	RNA	Endogenous	01	0.914527383012152	0
ADAM30	ADAM30	All Probes	RNA	Endogenous	01	0.941922065924321	0
ADAM32	ADAM32	All Probes	RNA	Endogenous	01	0.933985042752419	0
ADAM33	ADAM33	All Probes	RNA	Endogenous	01	0.827669899456436	0
ADAM7	ADAM7	All Probes	RNA	Endogenous	01	0.934682044049345	0
ADAM8	ADAM8	All Probes	RNA	Endogenous	01	0.773425706732699	0
ADAM9	ADAM9	All Probes	RNA	Endogenous	01	0.872512578002432	0
ADAMDEC1	ADAMDEC1	All Probes	RNA	Endogenous	01	0.262101103544273	0
ADAMTS1	ADAMTS1	All Probes	RNA	Endogenous	01	0.282775495147916	0
ADAMTS10	ADAMTS10	All Probes	RNA	Endogenous	01	0.925065202128163	0
ADAMTS12	ADAMTS12	All Probes	RNA	Endogenous	01	0.508218557385381	0
ADAMTS13	ADAMTS13	All Probes	RNA	Endogenous	01	0.830334289796978	0
ADAMTS14	ADAMTS14	All Probes	RNA	Endogenous	01	0.484849251596287	0
ADAMTS15	ADAMTS15	All Probes	RNA	Endogenous	01	NA	NA
ADAMTS16	ADAMTS16	All Probes	RNA	Endogenous	01	0.945814093081807	0
ADAMTS17	ADAMTS17	All Probes	RNA	Endogenous	01	NA	0
ADAMTS18	ADAMTS18	All Probes	RNA	Endogenous	01	0.950118223528355	0
ADAMTS19	ADAMTS19	All Probes	RNA	Endogenous	01	0.943740802134279	0
ADAMTS2	ADAMTS2	All Probes	RNA	Endogenous	01	0.039061639005966	0
ADAMTS20	ADAMTS20	All Probes	RNA	Endogenous	01	0.913496116773943	0
ADAMTS3	ADAMTS3	All Probes	RNA	Endogenous	01	0.965475706232178	0
ADAMTS4	ADAMTS4	All Probes	RNA	Endogenous	01	0.337050602572258	0
ADAMTS5	ADAMTS5	All Probes	RNA	Endogenous	01	0.670773466378442	0
ADAMTS6	ADAMTS6	All Probes	RNA	Endogenous	01	0.922351678790967	0
ADAMTS7	ADAMTS7	All Probes	RNA	Endogenous	01	0.795038887807631	0
ADAMTS8	ADAMTS8	All Probes	RNA	Endogenous	01	0.912568746817311	0
ADAMTS9	ADAMTS9	All Probes	RNA	Endogenous	01	0.526428029124225	0
ADAMTSL1	ADAMTSL1	All Probes	RNA	Endogenous	01	0.897613356119912	0
ADAMTSL2	ADAMTSL2	All Probes	RNA	Endogenous	01	0.832302846247403	0
ADAMTSL3	ADAMTSL3	All Probes	RNA	Endogenous	01	0.941083895221945	0
ADAMTSL4	ADAMTSL4	All Probes	RNA	Endogenous	01	0.87432692354456	0
ADAMTSL5	ADAMTSL5	All Probes	RNA	Endogenous	01	0.912868210679154	0
ADAP1	ADAP1	All Probes	RNA	Endogenous	01	0.69076255549628	0
ADAP2	ADAP2	All Probes	RNA	Endogenous	01	0.584368646459391	0
ADARB1	ADARB1	All Probes	RNA	Endogenous	01	0.949435979035231	0
ADARB2	ADARB2	All Probes	RNA	Endogenous	01	0.910924189575622	0
ADAT1	ADAT1	All Probes	RNA	Endogenous	01	0.892485811368097	0
ADAT2	ADAT2	All Probes	RNA	Endogenous	01	0.761602114638083	0
ADAT3	ADAT3	All Probes	RNA	Endogenous	01	0.647833394529587	0
ADCK1	ADCK1	All Probes	RNA	Endogenous	01	0.940189098335576	0
ADCK2	ADCK2	All Probes	RNA	Endogenous	01	0.813655045825586	0
ADCK5	ADCK5	All Probes	RNA	Endogenous	01	0.850780284594734	0
ADCY1	ADCY1	All Probes	RNA	Endogenous	01	0.912892020178923	0
ADCY10	ADCY10	All Probes	RNA	Endogenous	01	0.918700988601791	0
ADCY2	ADCY2	All Probes	RNA	Endogenous	01	0.932408119554842	0
ADCY3	ADCY3	All Probes	RNA	Endogenous	01	0.893553674820562	0
ADCY4	ADCY4	All Probes	RNA	Endogenous	01	0.76880582675535	0
ADCY5	ADCY5	All Probes	RNA	Endogenous	01	0.933428883052249	0
ADCY6	ADCY6	All Probes	RNA	Endogenous	01	0.820942841119232	0
ADCY7	ADCY7	All Probes	RNA	Endogenous	01	0.706626814951669	0
ADCY8	ADCY8	All Probes	RNA	Endogenous	01	0.931564927326701	0
ADCY9	ADCY9	All Probes	RNA	Endogenous	01	0.935915734614621	0
ADCYAP1	ADCYAP1	All Probes	RNA	Endogenous	01	0.86763556157689	0
ADCYAP1R1	ADCYAP1R1	All Probes	RNA	Endogenous	01	0.928939173504996	0
ADD1	ADD1	All Probes	RNA	Endogenous	01	0.93176754283763	0
ADD2	ADD2	All Probes	RNA	Endogenous	01	NA	0
ADD3	ADD3	All Probes	RNA	Endogenous	01	0.7885417535121	0
ADGB	ADGB	All Probes	RNA	Endogenous	01	0.955727707299231	0
ADGRA1	ADGRA1	All Probes	RNA	Endogenous	01	0.957216553690727	0
ADGRA2	ADGRA2	All Probes	RNA	Endogenous	01	0.368862527496834	0
ADGRA3	ADGRA3	All Probes	RNA	Endogenous	01	0.690817395488965	0
ADGRB1	ADGRB1	All Probes	RNA	Endogenous	01	0.922378297767276	0
ADGRB2	ADGRB2	All Probes	RNA	Endogenous	01	0.920496159384292	0
ADGRB3	ADGRB3	All Probes	RNA	Endogenous	01	0.960876003952987	0
ADGRD1	ADGRD1	All Probes	RNA	Endogenous	01	0.9410076337083	0
ADGRD2	ADGRD2	All Probes	RNA	Endogenous	01	0.948175016595671	0
ADGRE1	ADGRE1	All Probes	RNA	Endogenous	01	0.877647656347967	0
ADGRE2,ADGRE3	ADGRE2,ADGRE3	All Probes	RNA	Endogenous	01	0.640874316115721	0
ADGRE5	ADGRE5	All Probes	RNA	Endogenous	01	0.890514077380818	0
ADGRF1	ADGRF1	All Probes	RNA	Endogenous	01	0.971544020189308	0
ADGRF2	ADGRF2	All Probes	RNA	Endogenous	01	0.94905820891897	0
ADGRF3	ADGRF3	All Probes	RNA	Endogenous	01	0.954197933793279	0
ADGRF4	ADGRF4	All Probes	RNA	Endogenous	01	0.911775370538326	0
ADGRF5	ADGRF5	All Probes	RNA	Endogenous	01	0.556065175757631	0
ADGRG1	ADGRG1	All Probes	RNA	Endogenous	01	0.676436640155912	0
ADGRG2	ADGRG2	All Probes	RNA	Endogenous	01	0.956823549561893	0
ADGRG3	ADGRG3	All Probes	RNA	Endogenous	01	NA	0
ADGRG4	ADGRG4	All Probes	RNA	Endogenous	01	0.953663677621696	0
ADGRG5	ADGRG5	All Probes	RNA	Endogenous	01	0.947125817074669	0
ADGRG6	ADGRG6	All Probes	RNA	Endogenous	01	0.893607977219312	0
ADGRG7	ADGRG7	All Probes	RNA	Endogenous	01	0.726787425634636	0
ADGRL1	ADGRL1	All Probes	RNA	Endogenous	01	0.785311738273143	0
ADGRL2	ADGRL2	All Probes	RNA	Endogenous	01	0.474209350592104	0
ADGRL3	ADGRL3	All Probes	RNA	Endogenous	01	0.916390050016909	0
ADGRL4	ADGRL4	All Probes	RNA	Endogenous	01	0.538924922907217	0
ADGRV1	ADGRV1	All Probes	RNA	Endogenous	01	0.943595558129271	0
ADH1B,ADH1C,ADH1A	ADH1B,ADH1C,ADH1A	All Probes	RNA	Endogenous	01	0.938169614439905	0
ADH4	ADH4	All Probes	RNA	Endogenous	01	0.946957529386111	0
ADH5	ADH5	All Probes	RNA	Endogenous	01	0.924793408089447	0
ADH6	ADH6	All Probes	RNA	Endogenous	01	0.956781454614208	0
ADH7	ADH7	All Probes	RNA	Endogenous	01	0.95247598072086	0
ADHFE1	ADHFE1	All Probes	RNA	Endogenous	01	0.916281301229702	0
ADI1	ADI1	All Probes	RNA	Endogenous	01	0.801330014288417	0
ADIG	ADIG	All Probes	RNA	Endogenous	01	0.958478007368966	0
